Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CRC1	Peptides CRC10	Peptides CRC2	Peptides CRC3	Peptides CRC4	Peptides CRC5	Peptides CRC6	Peptides CRC7	Peptides CRC8	Peptides CRC9	Peptides NMT1	Peptides NMT10	Peptides NMT2	Peptides NMT3	Peptides NMT4	Peptides NMT5	Peptides NMT6	Peptides NMT7	Peptides NMT8	Peptides NMT9	Razor + unique peptides CRC1	Razor + unique peptides CRC10	Razor + unique peptides CRC2	Razor + unique peptides CRC3	Razor + unique peptides CRC4	Razor + unique peptides CRC5	Razor + unique peptides CRC6	Razor + unique peptides CRC7	Razor + unique peptides CRC8	Razor + unique peptides CRC9	Razor + unique peptides NMT1	Razor + unique peptides NMT10	Razor + unique peptides NMT2	Razor + unique peptides NMT3	Razor + unique peptides NMT4	Razor + unique peptides NMT5	Razor + unique peptides NMT6	Razor + unique peptides NMT7	Razor + unique peptides NMT8	Razor + unique peptides NMT9	Unique peptides CRC1	Unique peptides CRC10	Unique peptides CRC2	Unique peptides CRC3	Unique peptides CRC4	Unique peptides CRC5	Unique peptides CRC6	Unique peptides CRC7	Unique peptides CRC8	Unique peptides CRC9	Unique peptides NMT1	Unique peptides NMT10	Unique peptides NMT2	Unique peptides NMT3	Unique peptides NMT4	Unique peptides NMT5	Unique peptides NMT6	Unique peptides NMT7	Unique peptides NMT8	Unique peptides NMT9	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type CRC1	Identification type CRC10	Identification type CRC2	Identification type CRC3	Identification type CRC4	Identification type CRC5	Identification type CRC6	Identification type CRC7	Identification type CRC8	Identification type CRC9	Identification type NMT1	Identification type NMT10	Identification type NMT2	Identification type NMT3	Identification type NMT4	Identification type NMT5	Identification type NMT6	Identification type NMT7	Identification type NMT8	Identification type NMT9	Sequence coverage CRC1 [%]	Sequence coverage CRC10 [%]	Sequence coverage CRC2 [%]	Sequence coverage CRC3 [%]	Sequence coverage CRC4 [%]	Sequence coverage CRC5 [%]	Sequence coverage CRC6 [%]	Sequence coverage CRC7 [%]	Sequence coverage CRC8 [%]	Sequence coverage CRC9 [%]	Sequence coverage NMT1 [%]	Sequence coverage NMT10 [%]	Sequence coverage NMT2 [%]	Sequence coverage NMT3 [%]	Sequence coverage NMT4 [%]	Sequence coverage NMT5 [%]	Sequence coverage NMT6 [%]	Sequence coverage NMT7 [%]	Sequence coverage NMT8 [%]	Sequence coverage NMT9 [%]	Intensity	Intensity CRC1	Intensity CRC10	Intensity CRC2	Intensity CRC3	Intensity CRC4	Intensity CRC5	Intensity CRC6	Intensity CRC7	Intensity CRC8	Intensity CRC9	Intensity NMT1	Intensity NMT10	Intensity NMT2	Intensity NMT3	Intensity NMT4	Intensity NMT5	Intensity NMT6	Intensity NMT7	Intensity NMT8	Intensity NMT9	iBAQ peptides	iBAQ	iBAQ CRC1	iBAQ CRC10	iBAQ CRC2	iBAQ CRC3	iBAQ CRC4	iBAQ CRC5	iBAQ CRC6	iBAQ CRC7	iBAQ CRC8	iBAQ CRC9	iBAQ NMT1	iBAQ NMT10	iBAQ NMT2	iBAQ NMT3	iBAQ NMT4	iBAQ NMT5	iBAQ NMT6	iBAQ NMT7	iBAQ NMT8	iBAQ NMT9	LFQ intensity CRC1	LFQ intensity CRC10	LFQ intensity CRC2	LFQ intensity CRC3	LFQ intensity CRC4	LFQ intensity CRC5	LFQ intensity CRC6	LFQ intensity CRC7	LFQ intensity CRC8	LFQ intensity CRC9	LFQ intensity NMT1	LFQ intensity NMT10	LFQ intensity NMT2	LFQ intensity NMT3	LFQ intensity NMT4	LFQ intensity NMT5	LFQ intensity NMT6	LFQ intensity NMT7	LFQ intensity NMT8	LFQ intensity NMT9	MS/MS count CRC1	MS/MS count CRC10	MS/MS count CRC2	MS/MS count CRC3	MS/MS count CRC4	MS/MS count CRC5	MS/MS count CRC6	MS/MS count CRC7	MS/MS count CRC8	MS/MS count CRC9	MS/MS count NMT1	MS/MS count NMT10	MS/MS count NMT2	MS/MS count NMT3	MS/MS count NMT4	MS/MS count NMT5	MS/MS count NMT6	MS/MS count NMT7	MS/MS count NMT8	MS/MS count NMT9	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions	Taxonomy IDs
P69905	P69905	1	1	1	Hemoglobin subunit alpha	HBA1	sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	7.7	7.7	7.7	15.257	142	142	0.012048	0.30295	By matching		By matching		By matching						By MS/MS			By MS/MS			By MS/MS	By MS/MS		By matching	7.7	0	7.7	0	7.7	0	0	0	0	0	7.7	0	0	7.7	0	0	7.7	7.7	0	7.7	1407300	35689	0	31840	0	32224	0	0	0	0	0	333830	0	0	252860	0	0	218380	313220	0	189260	8	175910	4461.2	0	3980	0	4027.9	0	0	0	0	0	41729	0	0	31608	0	0	27298	39153	0	23657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189260	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	4				66	169	True	172	817;818;819;820;821;822;823;824	650;651;652;653	652					9606
P80511	P80511	1	1	1	Protein S100-A12;Calcitermin	S100A12	sp|P80511|S10AC_HUMAN Protein S100-A12 OS=Homo sapiens OX=9606 GN=S100A12 PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	22.8	22.8	22.8	10.575	92	92	0	6.033		By matching					By MS/MS	By MS/MS	By MS/MS								By matching				0	22.8	0	0	0	0	22.8	22.8	22.8	0	0	0	0	0	0	0	22.8	0	0	0	5365900	0	1245800	0	0	0	0	1076800	1288000	1419200	0	0	0	0	0	0	0	336090	0	0	0	4	1341500	0	311450	0	0	0	0	269200	322010	354790	0	0	0	0	0	0	0	84023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336090	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4				67	159	True	162	790;791;792;793;794	627;628;629;630	627					9606
Q00325	Q00325	1	1	1	Phosphate carrier protein, mitochondrial	SLC25A3	sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.2	2.2	2.2	40.094	362	362	0.032258	1.1623																				By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1				68	13	True	13	74	70	70	11		207		9606
Q01995	Q01995	1	1	1	Transgelin	TAGLN	sp|Q01995|TAGL_HUMAN Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	9	9	9	22.611	201	201	0.034483	1.3232				By matching		By matching					By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching				By matching	By MS/MS	0	0	0	9	0	9	0	0	0	0	9	9	9	9	9	0	0	0	9	9	4211700	0	0	0	39966	0	65149	0	0	0	0	474950	342390	1007400	1085200	155080	0	0	0	602820	438650	16	263230	0	0	0	2497.9	0	4071.8	0	0	0	0	29684	21400	62966	67825	9692.7	0	0	0	37676	27415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438650	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	1	8				69	44	True	44;45	205;206;207;208;209;210;211;212;213;214;215;216	142;143;144;145;146;147;148;149	144	12		190		9606
Q02383	Q02383	1	1	1	Semenogelin-2	SEMG2	sp|Q02383|SEMG2_HUMAN Semenogelin-2 OS=Homo sapiens OX=9606 GN=SEMG2 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3.1	3.1	3.1	65.444	582	582	1	-2									By MS/MS												0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			70	24	True	24	122	91	91		22		310	9606
Q06609	Q06609	1	1	1	DNA repair protein RAD51 homolog 1	RAD51	sp|Q06609|RAD51_HUMAN DNA repair protein RAD51 homolog 1 OS=Homo sapiens OX=9606 GN=RAD51 PE=1 SV=1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	4.1	4.1	4.1	36.966	339	339	1	-2	By matching		By matching								By matching		By matching	By matching	By matching				By matching	By MS/MS	4.1	0	4.1	0	0	0	0	0	0	0	4.1	0	4.1	4.1	4.1	0	0	0	4.1	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			71	176	True	179	843;844;845;846;847;848;849;850	666	666		23;146;147		216;223;228	9606
Q08211	Q08211	1	1	1	ATP-dependent RNA helicase A	DHX9	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1.3	1.3	1.3	140.96	1270	1270	0.0081967	0.1366									By matching			By matching					By MS/MS	By matching	By matching	By matching	0	0	0	0	0	0	0	0	1.3	0	0	1.3	0	0	0	0	1.3	1.3	1.3	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				72	52	True	53	244;245;246;247;248;249	159	159	13	91	1059	1060	9606
Q08AN1	Q08AN1	1	1	1	Zinc finger protein 616	ZNF616	sp|Q08AN1|ZN616_HUMAN Zinc finger protein 616 OS=Homo sapiens OX=9606 GN=ZNF616 PE=2 SV=2	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	2.3	2.3	2.3	90.272	781	781	0.0075188	0.12348		By matching								By matching		By matching					By matching	By matching	By MS/MS	By matching	0	2.3	0	0	0	0	0	0	0	2.3	0	2.3	0	0	0	0	2.3	2.3	2.3	2.3	3169300	0	248660	0	0	0	0	0	0	0	239200	0	367480	0	0	0	0	474800	644640	676760	517740	36	88036	0	6907.3	0	0	0	0	0	0	0	6644.4	0	10208	0	0	0	0	13189	17907	18799	14382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				73	23	True	23	115;116;117;118;119;120;121	90	90					9606
Q11206	Q11206	1	1	1	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4	ST3GAL4	sp|Q11206|SIA4C_HUMAN CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 OS=Homo sapiens OX=9606 GN=ST3GAL4 PE=2 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	5.4	5.4	5.4	38.045	333	333	0.0093458	0.17635										By matching		By matching	By matching	By matching			By matching	By MS/MS	By matching		0	0	0	0	0	0	0	0	0	5.4	0	5.4	5.4	5.4	0	0	5.4	5.4	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				74	85	True	86	363;364;365;366;367;368;369	217	217		148		141	9606
Q12772	Q12772	1	1	1	Sterol regulatory element-binding protein 2;Processed sterol regulatory element-binding protein 2	SREBF2	sp|Q12772|SRBP2_HUMAN Sterol regulatory element-binding protein 2 OS=Homo sapiens OX=9606 GN=SREBF2 PE=1 SV=2	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.6	1.6	1.6	123.69	1141	1141	0.012195	0.30308	By matching		By MS/MS		By matching						By matching										1.6	0	1.6	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				75	64	True	65	291;292;293;294	190	190	14	24;92;93	722	711;712;719	9606
Q12912	Q12912	1	1	1	Lymphoid-restricted membrane protein;Processed lymphoid-restricted membrane protein	LRMP	sp|Q12912|LRMP_HUMAN Lymphoid-restricted membrane protein OS=Homo sapiens OX=9606 GN=LRMP PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2.7	2.7	2.7	62.121	555	555	0.010309	0.20566												By matching					By MS/MS	By matching			0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	2.7	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				76	4	True	4	27;28;29	18	18	15	25;26	297	305;308	9606
Q13127	Q13127	1	1	1	RE1-silencing transcription factor	REST	sp|Q13127|REST_HUMAN RE1-silencing transcription factor OS=Homo sapiens OX=9606 GN=REST PE=1 SV=3	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1.5	1.5	1.5	121.87	1097	1097	0.0079365	0.13159	By matching		By matching	By matching	By matching						By matching		By MS/MS	By matching							1.5	0	1.5	1.5	1.5	0	0	0	0	0	1.5	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				77	74	True	75	328;329;330;331;332;333;334	206	206		27;94;95;96		480;489;490;492	9606
Q13200	Q13200	1	1	1	26S proteasome non-ATPase regulatory subunit 2	PSMD2	sp|Q13200|PSMD2_HUMAN 26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1.7	1.7	1.7	100.2	908	908	0.0077519	0.12954												By MS/MS					By matching	By MS/MS	By matching	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	1.7	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				78	28	True	28	135;136;137;138;139	100;101;102	101	16	28;97	505	499;508	9606
Q13287	Q13287	1	1	1	N-myc-interactor	NMI	sp|Q13287|NMI_HUMAN N-myc-interactor OS=Homo sapiens OX=9606 GN=NMI PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	2.9	2.9	2.9	35.056	307	307	1	-2		By matching					By matching	By matching		By matching									By MS/MS		0	2.9	0	0	0	0	2.9	2.9	0	2.9	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			79	39	True	39	184;185;186;187;188	137	137		29		155	9606
Q13555	Q13555	1	1	1	Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	sp|Q13555|KCC2G_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2.7	2.7	2.7	62.606	558	558	1	-2																		By MS/MS			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			80	75	True	76	335	207	207		30;98		35;36	9606
Q13813	Q13813	1	1	1	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0.7	0.7	0.7	284.54	2472	2472	0.0089286	0.16182												By matching							By MS/MS	By matching	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				81	35	True	35	170;171;172	133	133	17	31;99	988	999;1000	9606
Q14264	Q14264	1	1	1	Endogenous retrovirus group 3 member 1 Env polyprotein;Surface protein;Transmembrane protein	ERV3-1	sp|Q14264|ENR1_HUMAN Endogenous retrovirus group 3 member 1 Env polyprotein OS=Homo sapiens OX=9606 GN=ERV3-1 PE=2 SV=2	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2.3	2.3	2.3	67.941	604	604	1	-2	By MS/MS		By matching		By matching				By matching											By matching	2.3	0	2.3	0	2.3	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			82	146	True	149	712;713;714;715;716	558	558		32		393	9606
Q14644	Q14644	1	1	1	Ras GTPase-activating protein 3	RASA3	sp|Q14644|RASA3_HUMAN Ras GTPase-activating protein 3 OS=Homo sapiens OX=9606 GN=RASA3 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1.7	1.7	1.7	95.698	834	834	0	8.2979											By MS/MS		By MS/MS	By matching	By matching						0	0	0	0	0	0	0	0	0	0	1.7	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				83	9	True	9	60;61;62;63	65;66	66		33		13	9606
Q14721	Q14721	1	1	1	Potassium voltage-gated channel subfamily B member 1	KCNB1	sp|Q14721|KCNB1_HUMAN Potassium voltage-gated channel subfamily B member 1 OS=Homo sapiens OX=9606 GN=KCNB1 PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1.7	1.7	1.7	95.877	858	858	0.014925	0.40252													By MS/MS	By matching	By matching			By MS/MS	By matching	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	1.7	1.7	1.7	0	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				84	144	True	147	697;698;699;700;701;702	540;541;542	540		34;100;101		787;788;790	9606
Q15067	Q15067	1	1	1	Peroxisomal acyl-coenzyme A oxidase 1	ACOX1	sp|Q15067|ACOX1_HUMAN Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1.7	1.7	1.7	74.423	660	660	1	-2				By matching		By matching							By MS/MS	By matching							0	0	0	1.7	0	1.7	0	0	0	0	0	0	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			85	32	True	32	160;161;162;163	129	129		149		256	9606
Q15181	Q15181	1	1	1	Inorganic pyrophosphatase	PPA1	sp|Q15181|IPYR_HUMAN Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	5.5	5.5	5.5	32.66	289	289	0.0086207	0.14884		By matching					By MS/MS	By matching		By matching											0	5.5	0	0	0	0	5.5	5.5	0	5.5	0	0	0	0	0	0	0	0	0	0	3139900	0	799910	0	0	0	0	771320	913170	0	655460	0	0	0	0	0	0	0	0	0	0	18	174440	0	44440	0	0	0	0	42851	50732	0	36414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2				86	54	True	55	255;256;257;258	164;165	164					9606
